track.name,track.id,track.album.album_type,track.album.name,track.album.release_date,track.artists.name,track.artists.id,track.duration_ms,track.popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track.external_urls.spotify,track.uri
Speeding Cars,5qeh0TEQCFdmUVnSRKG9md,single,Goodnight And Go,2006-05-02,,,211746,44,0.814,0.608,0.433,0.00000123,1,0.0927,-7.289,1,0.0247,83.99,4,0.682,https://open.spotify.com/track/5qeh0TEQCFdmUVnSRKG9md,spotify:track:5qeh0TEQCFdmUVnSRKG9md
Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,album,Gossamer,2012-07-23,,,264493,71,0.0338,0.566,0.755,0,11,0.315,-5.526,1,0.0368,101.006,4,0.445,https://open.spotify.com/track/4Sfa7hdVkqlM8UW5LsSY3F,spotify:track:4Sfa7hdVkqlM8UW5LsSY3F
Make It Bun Dem,0mlf3yOGzVnIVxjybDQL3h,single,Make It Bun Dem After Hours EP,2012-08-28,,,213696,67,0.00119,0.556,0.881,0,7,0.0709,-2.224,1,0.082,104.973,1,0.337,https://open.spotify.com/track/0mlf3yOGzVnIVxjybDQL3h,spotify:track:0mlf3yOGzVnIVxjybDQL3h
In My Mind (feat. Georgi Kay) - Axwell Radio Edit,2tW2Kn1IGFFVfRVnQE2UaQ,single,In My Mind (feat. Georgi Kay),2012-05-22,,,185624,1,0.0435,0.51,0.831,0.00000314,7,0.346,-4.514,0,0.0606,128.025,4,0.376,https://open.spotify.com/track/2tW2Kn1IGFFVfRVnQE2UaQ,spotify:track:2tW2Kn1IGFFVfRVnQE2UaQ
What I Got - Reprise,4U81vDKgj0QyxtcVl8IKCu,album,Sublime,1996-07-30,,,181600,50,0.0442,0.611,0.607,0.00000467,7,0.245,-6.514,1,0.0394,92.552,4,0.551,https://open.spotify.com/track/4U81vDKgj0QyxtcVl8IKCu,spotify:track:4U81vDKgj0QyxtcVl8IKCu
Ain't No Rest for the Wicked,3kb72STxc2959ZqsTwu52i,album,Cage The Elephant,2009-03-27,,,175493,1,0.0438,0.634,0.849,0,0,0.363,-7.075,1,0.105,156.004,4,0.919,https://open.spotify.com/track/3kb72STxc2959ZqsTwu52i,spotify:track:3kb72STxc2959ZqsTwu52i
In One Ear,0f8MA1n2bvsg7eGvYZ4lhx,album,Cage The Elephant,2009-03-27,,,241320,0,0.000258,0.326,0.948,0,1,0.367,-4.315,0,0.0606,166.388,4,0.358,https://open.spotify.com/track/0f8MA1n2bvsg7eGvYZ4lhx,spotify:track:0f8MA1n2bvsg7eGvYZ4lhx
Acquiesce,0XtylPfVIIq0s0HqtdQwGW,compilation,Stop The Clocks,2006-11-20,,,263640,0,0.0261,0.194,0.929,0.00108,7,0.559,-1.79,1,0.0723,111.604,4,0.177,https://open.spotify.com/track/0XtylPfVIIq0s0HqtdQwGW,spotify:track:0XtylPfVIIq0s0HqtdQwGW
Fire,0Pry9GbsmrIcP7irAQfusi,album,Human Again,2012,,,202173,0,0.154,0.5,0.945,0,5,0.123,-4.348,1,0.0822,160.03,4,0.411,https://open.spotify.com/track/0Pry9GbsmrIcP7irAQfusi,spotify:track:0Pry9GbsmrIcP7irAQfusi
Such Great Heights,3iDK8BAaBUatPR84gdfa9g,album,Give Up,2003-02-19,,,266346,0,0.00907,0.653,0.818,0.23,5,0.0703,-8.125,1,0.047,174.984,4,0.198,https://open.spotify.com/track/3iDK8BAaBUatPR84gdfa9g,spotify:track:3iDK8BAaBUatPR84gdfa9g
The District Sleeps Alone Tonight,5Bf5C7RkyXTqE1h3Q8KZJ7,album,Give Up,2003-02-19,,,284293,0,0.129,0.621,0.775,0.0106,0,0.115,-7.662,1,0.0513,153.963,4,0.216,https://open.spotify.com/track/5Bf5C7RkyXTqE1h3Q8KZJ7,spotify:track:5Bf5C7RkyXTqE1h3Q8KZJ7
Champagne Supernova - Remastered,40bynawzslg9U7ACq07fAj,album,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],1995-10-02,,,448438,0,0.47,0.286,0.796,0.063,2,0.364,-4.625,1,0.0388,150.272,4,0.12,https://open.spotify.com/track/40bynawzslg9U7ACq07fAj,spotify:track:40bynawzslg9U7ACq07fAj
That's Not My Name,2DNdEpV9UnsYjL6w1Dp1aS,album,We Started Nothing,2008-07-29,,,310573,51,0.0451,0.755,0.901,0.0373,9,0.363,-3.152,1,0.0893,145.042,4,0.959,https://open.spotify.com/track/2DNdEpV9UnsYjL6w1Dp1aS,spotify:track:2DNdEpV9UnsYjL6w1Dp1aS
Lisztomania,6ZrlXT6mUMEgomN128iekU,album,Wolfgang Amadeus Phoenix,2009-01-01,,,241640,0,0.0383,0.642,0.808,0.00829,0,0.547,-6.406,1,0.0463,97.565,4,0.273,https://open.spotify.com/track/6ZrlXT6mUMEgomN128iekU,spotify:track:6ZrlXT6mUMEgomN128iekU
Dashboard,0Fe3WxeO6lZZxj7ytvbDUh,album,We Were Dead Before The Ship Even Sank,2007-03-20,,,246173,66,0.00963,0.639,0.903,0.0000706,11,0.174,-5.013,0,0.0371,135.938,4,0.96,https://open.spotify.com/track/0Fe3WxeO6lZZxj7ytvbDUh,spotify:track:0Fe3WxeO6lZZxj7ytvbDUh
The World At Large,5op53ANI4exiWqFHKuwWxd,album,Good News For People Who Love Bad News,2004-04-05,,,272506,60,0.0961,0.523,0.477,0.000106,6,0.101,-9.076,1,0.0254,76.973,4,0.249,https://open.spotify.com/track/5op53ANI4exiWqFHKuwWxd,spotify:track:5op53ANI4exiWqFHKuwWxd
Float On,2lwwrWVKdf3LR9lbbhnr6R,album,Good News For People Who Love Bad News,2004-04-05,,,208466,78,0.013,0.649,0.888,0.00000223,6,0.0888,-4.807,1,0.0293,100.975,4,0.553,https://open.spotify.com/track/2lwwrWVKdf3LR9lbbhnr6R,spotify:track:2lwwrWVKdf3LR9lbbhnr6R
Russia Privet,2minGOKYLxaPj9oYajC2Oj,album,Now You're Gone,2008,,,243026,0,0.0267,0.663,0.97,0.732,7,0.169,-7.279,1,0.0652,134.994,4,0.489,https://open.spotify.com/track/2minGOKYLxaPj9oYajC2Oj,spotify:track:2minGOKYLxaPj9oYajC2Oj
Dota,24M9uvzV2pvvggVx3FY9XN,album,Now You're Gone,2008,,,200560,0,0.00777,0.693,0.964,0.00135,0,0.189,-6.452,1,0.0813,140.044,4,0.536,https://open.spotify.com/track/24M9uvzV2pvvggVx3FY9XN,spotify:track:24M9uvzV2pvvggVx3FY9XN
Shut Up and Let Me Go,6tN0t7Y1bFI1ZU98Ou8Z3i,album,We Started Nothing,2008-07-29,,,171226,43,0.0109,0.852,0.927,0.00268,7,0.054,-4.497,1,0.0581,107.993,4,0.887,https://open.spotify.com/track/6tN0t7Y1bFI1ZU98Ou8Z3i,spotify:track:6tN0t7Y1bFI1ZU98Ou8Z3i
Paper Planes,1kusepF3AacIEtUTYrw4GV,album,Kala,2007-01-01,,,203760,0,0.033,0.447,0.848,0.0000745,2,0.722,-6.175,1,0.222,172.247,4,0.485,https://open.spotify.com/track/1kusepF3AacIEtUTYrw4GV,spotify:track:1kusepF3AacIEtUTYrw4GV
Pepper,1ng36571Iyov4HBxUClySn,album,Electriclarryland,1996-01-01,,,297266,67,0.00589,0.631,0.804,0.00116,7,0.16,-5.492,1,0.166,79.898,4,0.671,https://open.spotify.com/track/1ng36571Iyov4HBxUClySn,spotify:track:1ng36571Iyov4HBxUClySn
A Million Ways,0n49fCjNGsbtNOE6cuWk79,album,Oh No,2005-01-01,,,193133,48,0.00041,0.641,0.745,0.287,4,0.108,-4.469,0,0.0397,130.005,4,0.539,https://open.spotify.com/track/0n49fCjNGsbtNOE6cuWk79,spotify:track:0n49fCjNGsbtNOE6cuWk79
Glad I Met You,3aaayji5d3TWgFdyNEh4pc,single,When You're Lonely Everybody's a Celebrity,2008-10-21,,,202349,0,0.0957,0.747,0.722,0.000519,8,0.208,-7.33,1,0.0349,100.215,4,0.545,https://open.spotify.com/track/3aaayji5d3TWgFdyNEh4pc,spotify:track:3aaayji5d3TWgFdyNEh4pc
I'm a Goner (feat. Soulja Boy & Andrew W.K.),61F1ngz8RLaWVoVbL5msZB,single,I'm a Goner (feat. Soulja Boy & Andrew W.K.),2011-08-09,,,212226,0,0.017,0.48,0.714,0,4,0.268,-4.326,0,0.0759,185.999,4,0.381,https://open.spotify.com/track/61F1ngz8RLaWVoVbL5msZB,spotify:track:61F1ngz8RLaWVoVbL5msZB
The One,3XLoPvIaZxgnct3ah7Jy6u,album,Passive Aggressive: Singles 2002-2010,2011-01-21,,,184963,0,0.000171,0.562,0.777,0.247,1,0.0357,-6.259,0,0.0562,161.932,4,0.562,https://open.spotify.com/track/3XLoPvIaZxgnct3ah7Jy6u,spotify:track:3XLoPvIaZxgnct3ah7Jy6u
Levels - Radio Edit,5QjJgPU8AJeickx34f7on6,single,Levels,2011-01-01,,,199903,14,0.0534,0.605,0.873,0.837,1,0.314,-5.938,0,0.0344,126.026,4,0.476,https://open.spotify.com/track/5QjJgPU8AJeickx34f7on6,spotify:track:5QjJgPU8AJeickx34f7on6
Help I'm Alive,3GcH8qkC35CQc4xt6Dhz1r,album,Fantasies,2009-04-14,,,285953,0,0.00737,0.566,0.873,0.00217,5,0.343,-4.601,0,0.0632,118.488,4,0.383,https://open.spotify.com/track/3GcH8qkC35CQc4xt6Dhz1r,spotify:track:3GcH8qkC35CQc4xt6Dhz1r
The Greatest Man That Ever Lived (Variations On A Shaker Hymn),2LJYikujMBFHAAHl3GkCBa,album,Weezer,2008-01-01,,,352200,44,0.0541,0.321,0.682,0,8,0.461,-8.347,1,0.0609,151.692,4,0.356,https://open.spotify.com/track/2LJYikujMBFHAAHl3GkCBa,spotify:track:2LJYikujMBFHAAHl3GkCBa
Sinnerman,3rYTdFGNdE4rasctJsunwm,compilation,Music From The Thomas Crown Affair,1999,,,619533,0,0.609,0.412,0.644,0.0000345,11,0.0902,-9.719,0,0.0945,146.63,4,0.687,https://open.spotify.com/track/3rYTdFGNdE4rasctJsunwm,spotify:track:3rYTdFGNdE4rasctJsunwm
Angel,7uv632EkfwYhXoqf8rhYrg,album,Mezzanine,1998-01-01,,,379533,67,0.0157,0.714,0.309,0.807,7,0.0777,-10.796,1,0.0291,107.346,4,0.0671,https://open.spotify.com/track/7uv632EkfwYhXoqf8rhYrg,spotify:track:7uv632EkfwYhXoqf8rhYrg
Teardrop,67Hna13dNDkZvBpTXRIaOJ,album,Mezzanine,1998-01-01,,,330773,75,0.0173,0.615,0.419,0.497,11,0.135,-8.8,0,0.0395,76.997,4,0.216,https://open.spotify.com/track/67Hna13dNDkZvBpTXRIaOJ,spotify:track:67Hna13dNDkZvBpTXRIaOJ
Superman,3ffJKEoVfbiSlDHztViu6O,compilation,Scrubs,2002-01-01,,,218813,33,0.07,0.535,0.79,0.00000612,6,0.129,-5.654,1,0.0375,161.965,4,0.829,https://open.spotify.com/track/3ffJKEoVfbiSlDHztViu6O,spotify:track:3ffJKEoVfbiSlDHztViu6O
Sleep To Dream,4MZOisI7GizkNJjok76kgG,album,Water Colours,2011-01-01,,,208293,22,0.155,0.695,0.854,0.00000237,0,0.113,-4.161,1,0.0345,124.989,4,0.773,https://open.spotify.com/track/4MZOisI7GizkNJjok76kgG,spotify:track:4MZOisI7GizkNJjok76kgG
The Ancient Commonsense Of Things,68D4hmVIXMxkGngHdOB6Yh,album,Grrr...,2009-03-10,,,194960,0,0.298,0.739,0.734,0.094,0,0.113,-8.169,1,0.0417,164.028,4,0.959,https://open.spotify.com/track/68D4hmVIXMxkGngHdOB6Yh,spotify:track:68D4hmVIXMxkGngHdOB6Yh
Kingdom Of Rust,3Kv4z77qhv7DZ7W16x2S0z,album,Kingdom Of Rust,2009-01-01,,,311520,51,0.0208,0.448,0.667,0.744,7,0.0812,-9.216,0,0.0306,105.126,4,0.44,https://open.spotify.com/track/3Kv4z77qhv7DZ7W16x2S0z,spotify:track:3Kv4z77qhv7DZ7W16x2S0z
These Words,6QLU1GKy2Zh2mOh2uoJ0TV,album,Unwritten,2004-09-06,,,216360,0,0.0322,0.734,0.635,0,5,0.0808,-7.03,1,0.0816,96.99,4,0.931,https://open.spotify.com/track/6QLU1GKy2Zh2mOh2uoJ0TV,spotify:track:6QLU1GKy2Zh2mOh2uoJ0TV
Starships,59RSrxkSKSixEWBAIvE5Wa,album,Pink Friday ... Roman Reloaded (Deluxe),2012-01-01,,,210626,65,0.135,0.747,0.716,0,11,0.251,-2.457,0,0.0751,125.006,4,0.751,https://open.spotify.com/track/59RSrxkSKSixEWBAIvE5Wa,spotify:track:59RSrxkSKSixEWBAIvE5Wa
Bad Girls,5G6aQWH215hCxdhfCqI7XB,single,Bad Girls,2012-01-01,,,228280,0,0.00625,0.635,0.935,0,1,0.0901,-2.157,1,0.0867,143.432,4,0.347,https://open.spotify.com/track/5G6aQWH215hCxdhfCqI7XB,spotify:track:5G6aQWH215hCxdhfCqI7XB
